Topic : TOPIC1-3, Partition : 0, Offset : 0, Key : None, value : 1
Topic : TOPIC1-3, Partition : 0, Offset : 377, Key : None, value : 378
Topic : TOPIC1-3, Partition : 0, Offset : 378, Key : None, value : 379
Topic : TOPIC1-3, Partition : 0, Offset : 379, Key : None, value : 380
Topic : TOPIC1-3, Partition : 0, Offset : 380, Key : None, value : 381
Topic : TOPIC1-3, Partition : 0, Offset : 381, Key : None, value : 382
Topic : TOPIC1-3, Partition : 0, Offset : 382, Key : None, value : 383
Topic : TOPIC1-3, Partition : 0, Offset : 383, Key : None, value : 384
Topic : TOPIC1-3, Partition : 0, Offset : 384, Key : None, value : 385
Topic : TOPIC1-3, Partition : 0, Offset : 385, Key : None, value : 386
Topic : TOPIC1-3, Partition : 0, Offset : 386, Key : None, value : 387
Topic : TOPIC1-3, Partition : 0, Offset : 387, Key : None, value : 388
Topic : TOPIC1-3, Partition : 0, Offset : 388, Key : None, value : 389
Topic : TOPIC1-3, Partition : 0, Offset : 389, Key : None, value : 390
Topic : TOPIC1-3, Partition : 0, Offset : 390, Key : None, value : 391
Topic : TOPIC1-3, Partition : 0, Offset : 391, Key : None, value : 392
Topic : TOPIC1-3, Partition : 0, Offset : 392, Key : None, value : 393
Topic : TOPIC1-3, Partition : 0, Offset : 393, Key : None, value : 394
Topic : TOPIC1-3, Partition : 0, Offset : 394, Key : None, value : 395
Topic : TOPIC1-3, Partition : 0, Offset : 395, Key : None, value : 396
Topic : TOPIC1-3, Partition : 0, Offset : 396, Key : None, value : 397
Topic : TOPIC1-3, Partition : 0, Offset : 397, Key : None, value : 398
Topic : TOPIC1-3, Partition : 0, Offset : 398, Key : None, value : 399
Topic : TOPIC1-3, Partition : 0, Offset : 399, Key : None, value : 400
Topic : TOPIC1-3, Partition : 0, Offset : 400, Key : None, value : 401
Topic : TOPIC1-3, Partition : 0, Offset : 401, Key : None, value : 402
Topic : TOPIC1-3, Partition : 0, Offset : 402, Key : None, value : 403
Topic : TOPIC1-3, Partition : 0, Offset : 403, Key : None, value : 404
Topic : TOPIC1-3, Partition : 0, Offset : 404, Key : None, value : 405
Topic : TOPIC1-3, Partition : 0, Offset : 405, Key : None, value : 406
Topic : TOPIC1-3, Partition : 0, Offset : 406, Key : None, value : 407
Topic : TOPIC1-3, Partition : 0, Offset : 407, Key : None, value : 408
Topic : TOPIC1-3, Partition : 0, Offset : 408, Key : None, value : 409
Topic : TOPIC1-3, Partition : 0, Offset : 409, Key : None, value : 410
Topic : TOPIC1-3, Partition : 0, Offset : 410, Key : None, value : 411
Topic : TOPIC1-3, Partition : 0, Offset : 411, Key : None, value : 412
Topic : TOPIC1-3, Partition : 0, Offset : 412, Key : None, value : 413
Topic : TOPIC1-3, Partition : 0, Offset : 413, Key : None, value : 414
Topic : TOPIC1-3, Partition : 0, Offset : 414, Key : None, value : 415
Topic : TOPIC1-3, Partition : 0, Offset : 415, Key : None, value : 416
Topic : TOPIC1-3, Partition : 0, Offset : 416, Key : None, value : 417
Topic : TOPIC1-3, Partition : 0, Offset : 417, Key : None, value : 418
Topic : TOPIC1-3, Partition : 0, Offset : 418, Key : None, value : 419
Topic : TOPIC1-3, Partition : 0, Offset : 419, Key : None, value : 420
Topic : TOPIC1-3, Partition : 0, Offset : 420, Key : None, value : 421
Topic : TOPIC1-3, Partition : 0, Offset : 421, Key : None, value : 422
Topic : TOPIC1-3, Partition : 0, Offset : 422, Key : None, value : 423
Topic : TOPIC1-3, Partition : 0, Offset : 423, Key : None, value : 424
Topic : TOPIC1-3, Partition : 0, Offset : 424, Key : None, value : 425
Topic : TOPIC1-3, Partition : 0, Offset : 425, Key : None, value : 426
Topic : TOPIC1-3, Partition : 0, Offset : 426, Key : None, value : 427
Topic : TOPIC1-3, Partition : 0, Offset : 427, Key : None, value : 428
Topic : TOPIC1-3, Partition : 0, Offset : 428, Key : None, value : 429
Topic : TOPIC1-3, Partition : 0, Offset : 429, Key : None, value : 430
Topic : TOPIC1-3, Partition : 0, Offset : 430, Key : None, value : 431
Topic : TOPIC1-3, Partition : 0, Offset : 431, Key : None, value : 432
Topic : TOPIC1-3, Partition : 0, Offset : 432, Key : None, value : 433
Topic : TOPIC1-3, Partition : 0, Offset : 433, Key : None, value : 434
Topic : TOPIC1-3, Partition : 0, Offset : 434, Key : None, value : 435
Topic : TOPIC1-3, Partition : 0, Offset : 435, Key : None, value : 436
Topic : TOPIC1-3, Partition : 0, Offset : 436, Key : None, value : 437
Topic : TOPIC1-3, Partition : 0, Offset : 437, Key : None, value : 438
Topic : TOPIC1-3, Partition : 0, Offset : 438, Key : None, value : 439
Topic : TOPIC1-3, Partition : 0, Offset : 439, Key : None, value : 440
Topic : TOPIC1-3, Partition : 0, Offset : 440, Key : None, value : 441
Topic : TOPIC1-3, Partition : 0, Offset : 441, Key : None, value : 442
Topic : TOPIC1-3, Partition : 0, Offset : 442, Key : None, value : 443
Topic : TOPIC1-3, Partition : 0, Offset : 443, Key : None, value : 444
Topic : TOPIC1-3, Partition : 0, Offset : 444, Key : None, value : 445
Topic : TOPIC1-3, Partition : 0, Offset : 445, Key : None, value : 446
Topic : TOPIC1-3, Partition : 0, Offset : 446, Key : None, value : 447
Topic : TOPIC1-3, Partition : 0, Offset : 447, Key : None, value : 448
Topic : TOPIC1-3, Partition : 0, Offset : 448, Key : None, value : 449
Topic : TOPIC1-3, Partition : 0, Offset : 449, Key : None, value : 450
Topic : TOPIC1-3, Partition : 0, Offset : 450, Key : None, value : 451
Topic : TOPIC1-3, Partition : 0, Offset : 451, Key : None, value : 452
Topic : TOPIC1-3, Partition : 0, Offset : 452, Key : None, value : 453
Topic : TOPIC1-3, Partition : 0, Offset : 453, Key : None, value : 454
Topic : TOPIC1-3, Partition : 0, Offset : 454, Key : None, value : 455
Topic : TOPIC1-3, Partition : 0, Offset : 455, Key : None, value : 456
Topic : TOPIC1-3, Partition : 0, Offset : 456, Key : None, value : 457
Topic : TOPIC1-3, Partition : 0, Offset : 457, Key : None, value : 458
Topic : TOPIC1-3, Partition : 0, Offset : 458, Key : None, value : 459
Topic : TOPIC1-3, Partition : 0, Offset : 459, Key : None, value : 460
Topic : TOPIC1-3, Partition : 0, Offset : 460, Key : None, value : 461
Topic : TOPIC1-3, Partition : 0, Offset : 461, Key : None, value : 462
Topic : TOPIC1-3, Partition : 0, Offset : 462, Key : None, value : 463
Topic : TOPIC1-3, Partition : 0, Offset : 463, Key : None, value : 464
Topic : TOPIC1-3, Partition : 0, Offset : 464, Key : None, value : 465
Topic : TOPIC1-3, Partition : 0, Offset : 465, Key : None, value : 466
Topic : TOPIC1-3, Partition : 0, Offset : 466, Key : None, value : 467
Topic : TOPIC1-3, Partition : 0, Offset : 467, Key : None, value : 468
Topic : TOPIC1-3, Partition : 0, Offset : 468, Key : None, value : 469
Topic : TOPIC1-3, Partition : 0, Offset : 469, Key : None, value : 470
Topic : TOPIC1-3, Partition : 0, Offset : 470, Key : None, value : 471
Topic : TOPIC1-3, Partition : 0, Offset : 471, Key : None, value : 472
Topic : TOPIC1-3, Partition : 0, Offset : 472, Key : None, value : 473
Topic : TOPIC1-3, Partition : 0, Offset : 473, Key : None, value : 474
Topic : TOPIC1-3, Partition : 0, Offset : 474, Key : None, value : 475
Topic : TOPIC1-3, Partition : 0, Offset : 475, Key : None, value : 476
Topic : TOPIC1-3, Partition : 0, Offset : 476, Key : None, value : 477
Topic : TOPIC1-3, Partition : 0, Offset : 477, Key : None, value : 478
Topic : TOPIC1-3, Partition : 0, Offset : 478, Key : None, value : 479
Topic : TOPIC1-3, Partition : 0, Offset : 479, Key : None, value : 480
Topic : TOPIC1-3, Partition : 0, Offset : 480, Key : None, value : 481
Topic : TOPIC1-3, Partition : 0, Offset : 481, Key : None, value : 482
Topic : TOPIC1-3, Partition : 0, Offset : 482, Key : None, value : 483
Topic : TOPIC1-3, Partition : 0, Offset : 483, Key : None, value : 484
Topic : TOPIC1-3, Partition : 0, Offset : 484, Key : None, value : 485
Topic : TOPIC1-3, Partition : 0, Offset : 485, Key : None, value : 486
Topic : TOPIC1-3, Partition : 0, Offset : 486, Key : None, value : 487
Topic : TOPIC1-3, Partition : 0, Offset : 487, Key : None, value : 488
Topic : TOPIC1-3, Partition : 0, Offset : 488, Key : None, value : 489
Topic : TOPIC1-3, Partition : 0, Offset : 489, Key : None, value : 490
Topic : TOPIC1-3, Partition : 0, Offset : 490, Key : None, value : 491
Topic : TOPIC1-3, Partition : 0, Offset : 491, Key : None, value : 492
Topic : TOPIC1-3, Partition : 0, Offset : 492, Key : None, value : 493
Topic : TOPIC1-3, Partition : 0, Offset : 493, Key : None, value : 494
Topic : TOPIC1-3, Partition : 0, Offset : 494, Key : None, value : 495
Topic : TOPIC1-3, Partition : 0, Offset : 495, Key : None, value : 496
Topic : TOPIC1-3, Partition : 0, Offset : 496, Key : None, value : 497
Topic : TOPIC1-3, Partition : 0, Offset : 497, Key : None, value : 498
Topic : TOPIC1-3, Partition : 0, Offset : 498, Key : None, value : 499
Topic : TOPIC1-3, Partition : 0, Offset : 499, Key : None, value : 500
Topic : TOPIC1-3, Partition : 0, Offset : 500, Key : None, value : 501
Topic : TOPIC1-3, Partition : 0, Offset : 501, Key : None, value : 502
Topic : TOPIC1-3, Partition : 0, Offset : 502, Key : None, value : 503
Topic : TOPIC1-3, Partition : 0, Offset : 503, Key : None, value : 504
Topic : TOPIC1-3, Partition : 0, Offset : 504, Key : None, value : 505
Topic : TOPIC1-3, Partition : 0, Offset : 505, Key : None, value : 506
Topic : TOPIC1-3, Partition : 0, Offset : 506, Key : None, value : 507
Topic : TOPIC1-3, Partition : 0, Offset : 507, Key : None, value : 508
Topic : TOPIC1-3, Partition : 0, Offset : 508, Key : None, value : 509
Topic : TOPIC1-3, Partition : 0, Offset : 509, Key : None, value : 510
Topic : TOPIC1-3, Partition : 0, Offset : 510, Key : None, value : 511
Topic : TOPIC1-3, Partition : 0, Offset : 511, Key : None, value : 512
Topic : TOPIC1-3, Partition : 0, Offset : 512, Key : None, value : 513
Topic : TOPIC1-3, Partition : 0, Offset : 513, Key : None, value : 514
Topic : TOPIC1-3, Partition : 0, Offset : 514, Key : None, value : 515
Topic : TOPIC1-3, Partition : 0, Offset : 515, Key : None, value : 516
Topic : TOPIC1-3, Partition : 0, Offset : 516, Key : None, value : 517
Topic : TOPIC1-3, Partition : 0, Offset : 517, Key : None, value : 518
Topic : TOPIC1-3, Partition : 0, Offset : 518, Key : None, value : 519
Topic : TOPIC1-3, Partition : 0, Offset : 519, Key : None, value : 520
Topic : TOPIC1-3, Partition : 0, Offset : 520, Key : None, value : 521
Topic : TOPIC1-3, Partition : 0, Offset : 521, Key : None, value : 522
Topic : TOPIC1-3, Partition : 0, Offset : 522, Key : None, value : 523
Topic : TOPIC1-3, Partition : 0, Offset : 523, Key : None, value : 524
Topic : TOPIC1-3, Partition : 0, Offset : 524, Key : None, value : 525
Topic : TOPIC1-3, Partition : 0, Offset : 525, Key : None, value : 526
Topic : TOPIC1-3, Partition : 0, Offset : 526, Key : None, value : 527
Topic : TOPIC1-3, Partition : 0, Offset : 527, Key : None, value : 528
Topic : TOPIC1-3, Partition : 0, Offset : 528, Key : None, value : 529
Topic : TOPIC1-3, Partition : 0, Offset : 529, Key : None, value : 530
Topic : TOPIC1-3, Partition : 0, Offset : 530, Key : None, value : 531
Topic : TOPIC1-3, Partition : 0, Offset : 531, Key : None, value : 532
Topic : TOPIC1-3, Partition : 0, Offset : 532, Key : None, value : 533
Topic : TOPIC1-3, Partition : 0, Offset : 533, Key : None, value : 534
Topic : TOPIC1-3, Partition : 0, Offset : 534, Key : None, value : 535
Topic : TOPIC1-3, Partition : 0, Offset : 535, Key : None, value : 536
Topic : TOPIC1-3, Partition : 0, Offset : 536, Key : None, value : 537
Topic : TOPIC1-3, Partition : 0, Offset : 537, Key : None, value : 538
Topic : TOPIC1-3, Partition : 0, Offset : 538, Key : None, value : 539
Topic : TOPIC1-3, Partition : 0, Offset : 539, Key : None, value : 540
Topic : TOPIC1-3, Partition : 0, Offset : 540, Key : None, value : 541
Topic : TOPIC1-3, Partition : 0, Offset : 541, Key : None, value : 542
Topic : TOPIC1-3, Partition : 0, Offset : 542, Key : None, value : 543
Topic : TOPIC1-3, Partition : 0, Offset : 543, Key : None, value : 544
Topic : TOPIC1-3, Partition : 0, Offset : 544, Key : None, value : 545
Topic : TOPIC1-3, Partition : 0, Offset : 545, Key : None, value : 546
Topic : TOPIC1-3, Partition : 0, Offset : 546, Key : None, value : 547
Topic : TOPIC1-3, Partition : 0, Offset : 547, Key : None, value : 548
Topic : TOPIC1-3, Partition : 0, Offset : 548, Key : None, value : 549
Topic : TOPIC1-3, Partition : 0, Offset : 549, Key : None, value : 550
Topic : TOPIC1-3, Partition : 0, Offset : 550, Key : None, value : 551
Topic : TOPIC1-3, Partition : 0, Offset : 551, Key : None, value : 552
Topic : TOPIC1-3, Partition : 0, Offset : 552, Key : None, value : 553
Topic : TOPIC1-3, Partition : 0, Offset : 553, Key : None, value : 554
Topic : TOPIC1-3, Partition : 0, Offset : 554, Key : None, value : 555
Topic : TOPIC1-3, Partition : 0, Offset : 555, Key : None, value : 556
Topic : TOPIC1-3, Partition : 0, Offset : 556, Key : None, value : 557
Topic : TOPIC1-3, Partition : 0, Offset : 557, Key : None, value : 558
Topic : TOPIC1-3, Partition : 0, Offset : 558, Key : None, value : 559
Topic : TOPIC1-3, Partition : 0, Offset : 559, Key : None, value : 560
Topic : TOPIC1-3, Partition : 0, Offset : 560, Key : None, value : 561
Topic : TOPIC1-3, Partition : 0, Offset : 561, Key : None, value : 562
Topic : TOPIC1-3, Partition : 0, Offset : 562, Key : None, value : 563
Topic : TOPIC1-3, Partition : 0, Offset : 563, Key : None, value : 564
Topic : TOPIC1-3, Partition : 0, Offset : 564, Key : None, value : 565
Topic : TOPIC1-3, Partition : 0, Offset : 565, Key : None, value : 566
Topic : TOPIC1-3, Partition : 0, Offset : 566, Key : None, value : 567
Topic : TOPIC1-3, Partition : 0, Offset : 567, Key : None, value : 568
Topic : TOPIC1-3, Partition : 0, Offset : 568, Key : None, value : 569
Topic : TOPIC1-3, Partition : 0, Offset : 569, Key : None, value : 570
Topic : TOPIC1-3, Partition : 0, Offset : 570, Key : None, value : 571
Topic : TOPIC1-3, Partition : 0, Offset : 571, Key : None, value : 572
Topic : TOPIC1-3, Partition : 0, Offset : 572, Key : None, value : 573
Topic : TOPIC1-3, Partition : 0, Offset : 573, Key : None, value : 574
Topic : TOPIC1-3, Partition : 0, Offset : 574, Key : None, value : 575
Topic : TOPIC1-3, Partition : 0, Offset : 575, Key : None, value : 576
Topic : TOPIC1-3, Partition : 0, Offset : 576, Key : None, value : 577
Topic : TOPIC1-3, Partition : 0, Offset : 577, Key : None, value : 578
Topic : TOPIC1-3, Partition : 0, Offset : 578, Key : None, value : 579
Topic : TOPIC1-3, Partition : 0, Offset : 579, Key : None, value : 580
Topic : TOPIC1-3, Partition : 0, Offset : 580, Key : None, value : 581
Topic : TOPIC1-3, Partition : 0, Offset : 581, Key : None, value : 582
Topic : TOPIC1-3, Partition : 0, Offset : 582, Key : None, value : 583
Topic : TOPIC1-3, Partition : 0, Offset : 583, Key : None, value : 584
Topic : TOPIC1-3, Partition : 0, Offset : 584, Key : None, value : 585
Topic : TOPIC1-3, Partition : 0, Offset : 585, Key : None, value : 586
Topic : TOPIC1-3, Partition : 0, Offset : 586, Key : None, value : 587
Topic : TOPIC1-3, Partition : 0, Offset : 587, Key : None, value : 588
Topic : TOPIC1-3, Partition : 0, Offset : 588, Key : None, value : 589
Topic : TOPIC1-3, Partition : 0, Offset : 589, Key : None, value : 590
Topic : TOPIC1-3, Partition : 0, Offset : 590, Key : None, value : 591
Topic : TOPIC1-3, Partition : 0, Offset : 591, Key : None, value : 592
Topic : TOPIC1-3, Partition : 0, Offset : 592, Key : None, value : 593
Topic : TOPIC1-3, Partition : 0, Offset : 593, Key : None, value : 594
Topic : TOPIC1-3, Partition : 0, Offset : 594, Key : None, value : 595
Topic : TOPIC1-3, Partition : 0, Offset : 595, Key : None, value : 596
Topic : TOPIC1-3, Partition : 0, Offset : 596, Key : None, value : 597
Topic : TOPIC1-3, Partition : 0, Offset : 597, Key : None, value : 598
Topic : TOPIC1-3, Partition : 0, Offset : 598, Key : None, value : 599
Topic : TOPIC1-3, Partition : 0, Offset : 599, Key : None, value : 600
Topic : TOPIC1-3, Partition : 0, Offset : 600, Key : None, value : 601
Topic : TOPIC1-3, Partition : 0, Offset : 601, Key : None, value : 602
Topic : TOPIC1-3, Partition : 0, Offset : 602, Key : None, value : 603
Topic : TOPIC1-3, Partition : 0, Offset : 603, Key : None, value : 604
Topic : TOPIC1-3, Partition : 0, Offset : 604, Key : None, value : 605
Topic : TOPIC1-3, Partition : 0, Offset : 605, Key : None, value : 606
Topic : TOPIC1-3, Partition : 0, Offset : 606, Key : None, value : 607
Topic : TOPIC1-3, Partition : 0, Offset : 607, Key : None, value : 608
Topic : TOPIC1-3, Partition : 0, Offset : 608, Key : None, value : 609
Topic : TOPIC1-3, Partition : 0, Offset : 609, Key : None, value : 610
Topic : TOPIC1-3, Partition : 0, Offset : 610, Key : None, value : 611
Topic : TOPIC1-3, Partition : 0, Offset : 611, Key : None, value : 612
Topic : TOPIC1-3, Partition : 0, Offset : 612, Key : None, value : 613
Topic : TOPIC1-3, Partition : 0, Offset : 613, Key : None, value : 614
Topic : TOPIC1-3, Partition : 0, Offset : 614, Key : None, value : 615
Topic : TOPIC1-3, Partition : 0, Offset : 615, Key : None, value : 616
Topic : TOPIC1-3, Partition : 0, Offset : 616, Key : None, value : 617
Topic : TOPIC1-3, Partition : 0, Offset : 617, Key : None, value : 618
Topic : TOPIC1-3, Partition : 0, Offset : 618, Key : None, value : 619
Topic : TOPIC1-3, Partition : 0, Offset : 619, Key : None, value : 620
Topic : TOPIC1-3, Partition : 0, Offset : 620, Key : None, value : 621
Topic : TOPIC1-3, Partition : 0, Offset : 621, Key : None, value : 622
Topic : TOPIC1-3, Partition : 0, Offset : 622, Key : None, value : 623
Topic : TOPIC1-3, Partition : 0, Offset : 623, Key : None, value : 624
Topic : TOPIC1-3, Partition : 0, Offset : 624, Key : None, value : 625
Topic : TOPIC1-3, Partition : 0, Offset : 625, Key : None, value : 626
Topic : TOPIC1-3, Partition : 0, Offset : 626, Key : None, value : 627
Topic : TOPIC1-3, Partition : 0, Offset : 627, Key : None, value : 628
Topic : TOPIC1-3, Partition : 0, Offset : 628, Key : None, value : 629
Topic : TOPIC1-3, Partition : 0, Offset : 629, Key : None, value : 630
Topic : TOPIC1-3, Partition : 0, Offset : 630, Key : None, value : 631
Topic : TOPIC1-3, Partition : 0, Offset : 631, Key : None, value : 632
Topic : TOPIC1-3, Partition : 0, Offset : 632, Key : None, value : 633
Topic : TOPIC1-3, Partition : 0, Offset : 633, Key : None, value : 634
Topic : TOPIC1-3, Partition : 0, Offset : 634, Key : None, value : 635
Topic : TOPIC1-3, Partition : 0, Offset : 635, Key : None, value : 636
Topic : TOPIC1-3, Partition : 0, Offset : 636, Key : None, value : 637
Topic : TOPIC1-3, Partition : 0, Offset : 637, Key : None, value : 638
Topic : TOPIC1-3, Partition : 0, Offset : 638, Key : None, value : 639
Topic : TOPIC1-3, Partition : 0, Offset : 639, Key : None, value : 640
Topic : TOPIC1-3, Partition : 0, Offset : 640, Key : None, value : 641
Topic : TOPIC1-3, Partition : 0, Offset : 641, Key : None, value : 642
Topic : TOPIC1-3, Partition : 0, Offset : 642, Key : None, value : 643
Topic : TOPIC1-3, Partition : 0, Offset : 643, Key : None, value : 644
Topic : TOPIC1-3, Partition : 0, Offset : 644, Key : None, value : 645
Topic : TOPIC1-3, Partition : 0, Offset : 645, Key : None, value : 646
Topic : TOPIC1-3, Partition : 0, Offset : 646, Key : None, value : 647
Topic : TOPIC1-3, Partition : 0, Offset : 647, Key : None, value : 648
Topic : TOPIC1-3, Partition : 0, Offset : 648, Key : None, value : 649
Topic : TOPIC1-3, Partition : 0, Offset : 649, Key : None, value : 650
Topic : TOPIC1-3, Partition : 0, Offset : 650, Key : None, value : 651
Topic : TOPIC1-3, Partition : 0, Offset : 651, Key : None, value : 652
Topic : TOPIC1-3, Partition : 0, Offset : 652, Key : None, value : 653
Topic : TOPIC1-3, Partition : 0, Offset : 653, Key : None, value : 654
Topic : TOPIC1-3, Partition : 0, Offset : 654, Key : None, value : 655
Topic : TOPIC1-3, Partition : 0, Offset : 655, Key : None, value : 656
Topic : TOPIC1-3, Partition : 0, Offset : 656, Key : None, value : 657
Topic : TOPIC1-3, Partition : 0, Offset : 657, Key : None, value : 658
Topic : TOPIC1-3, Partition : 0, Offset : 658, Key : None, value : 659
Topic : TOPIC1-3, Partition : 0, Offset : 659, Key : None, value : 660
Topic : TOPIC1-3, Partition : 0, Offset : 660, Key : None, value : 661
Topic : TOPIC1-3, Partition : 0, Offset : 661, Key : None, value : 662
Topic : TOPIC1-3, Partition : 0, Offset : 662, Key : None, value : 663
Topic : TOPIC1-3, Partition : 0, Offset : 663, Key : None, value : 664
Topic : TOPIC1-3, Partition : 0, Offset : 664, Key : None, value : 665
Topic : TOPIC1-3, Partition : 0, Offset : 665, Key : None, value : 666
Topic : TOPIC1-3, Partition : 0, Offset : 666, Key : None, value : 667
Topic : TOPIC1-3, Partition : 0, Offset : 667, Key : None, value : 668
Topic : TOPIC1-3, Partition : 0, Offset : 668, Key : None, value : 669
Topic : TOPIC1-3, Partition : 0, Offset : 669, Key : None, value : 670
Topic : TOPIC1-3, Partition : 0, Offset : 670, Key : None, value : 671
Topic : TOPIC1-3, Partition : 0, Offset : 671, Key : None, value : 672
Topic : TOPIC1-3, Partition : 0, Offset : 672, Key : None, value : 673
Topic : TOPIC1-3, Partition : 0, Offset : 673, Key : None, value : 674
Topic : TOPIC1-3, Partition : 0, Offset : 674, Key : None, value : 675
Topic : TOPIC1-3, Partition : 0, Offset : 675, Key : None, value : 676
Topic : TOPIC1-3, Partition : 0, Offset : 676, Key : None, value : 677
Topic : TOPIC1-3, Partition : 0, Offset : 677, Key : None, value : 678
Topic : TOPIC1-3, Partition : 0, Offset : 678, Key : None, value : 679
Topic : TOPIC1-3, Partition : 0, Offset : 679, Key : None, value : 680
Topic : TOPIC1-3, Partition : 0, Offset : 680, Key : None, value : 681
Topic : TOPIC1-3, Partition : 0, Offset : 681, Key : None, value : 682
Topic : TOPIC1-3, Partition : 0, Offset : 682, Key : None, value : 683
Topic : TOPIC1-3, Partition : 0, Offset : 683, Key : None, value : 684
Topic : TOPIC1-3, Partition : 0, Offset : 684, Key : None, value : 685
Topic : TOPIC1-3, Partition : 0, Offset : 685, Key : None, value : 686
Topic : TOPIC1-3, Partition : 0, Offset : 686, Key : None, value : 687
Topic : TOPIC1-3, Partition : 0, Offset : 687, Key : None, value : 688
Topic : TOPIC1-3, Partition : 0, Offset : 688, Key : None, value : 689
Topic : TOPIC1-3, Partition : 0, Offset : 689, Key : None, value : 690
Topic : TOPIC1-3, Partition : 0, Offset : 690, Key : None, value : 691
Topic : TOPIC1-3, Partition : 0, Offset : 691, Key : None, value : 692
Topic : TOPIC1-3, Partition : 0, Offset : 692, Key : None, value : 693
Topic : TOPIC1-3, Partition : 0, Offset : 693, Key : None, value : 694
Topic : TOPIC1-3, Partition : 0, Offset : 694, Key : None, value : 695
Topic : TOPIC1-3, Partition : 0, Offset : 695, Key : None, value : 696
Topic : TOPIC1-3, Partition : 0, Offset : 696, Key : None, value : 697
Topic : TOPIC1-3, Partition : 0, Offset : 697, Key : None, value : 698
Topic : TOPIC1-3, Partition : 0, Offset : 698, Key : None, value : 699
Topic : TOPIC1-3, Partition : 0, Offset : 699, Key : None, value : 700
Topic : TOPIC1-3, Partition : 0, Offset : 700, Key : None, value : 701
Topic : TOPIC1-3, Partition : 0, Offset : 701, Key : None, value : 702
Topic : TOPIC1-3, Partition : 0, Offset : 702, Key : None, value : 703
Topic : TOPIC1-3, Partition : 0, Offset : 703, Key : None, value : 704
Topic : TOPIC1-3, Partition : 0, Offset : 704, Key : None, value : 705
Topic : TOPIC1-3, Partition : 0, Offset : 705, Key : None, value : 706
Topic : TOPIC1-3, Partition : 0, Offset : 706, Key : None, value : 707
Topic : TOPIC1-3, Partition : 0, Offset : 707, Key : None, value : 708
Topic : TOPIC1-3, Partition : 0, Offset : 708, Key : None, value : 709
Topic : TOPIC1-3, Partition : 0, Offset : 709, Key : None, value : 710
Topic : TOPIC1-3, Partition : 0, Offset : 710, Key : None, value : 711
Topic : TOPIC1-3, Partition : 0, Offset : 711, Key : None, value : 712
Topic : TOPIC1-3, Partition : 0, Offset : 712, Key : None, value : 713
Topic : TOPIC1-3, Partition : 0, Offset : 713, Key : None, value : 714
Topic : TOPIC1-3, Partition : 0, Offset : 714, Key : None, value : 715
Topic : TOPIC1-3, Partition : 0, Offset : 715, Key : None, value : 716
Topic : TOPIC1-3, Partition : 0, Offset : 716, Key : None, value : 717
Topic : TOPIC1-3, Partition : 0, Offset : 717, Key : None, value : 718
Topic : TOPIC1-3, Partition : 0, Offset : 718, Key : None, value : 719
Topic : TOPIC1-3, Partition : 0, Offset : 719, Key : None, value : 720
Topic : TOPIC1-3, Partition : 0, Offset : 720, Key : None, value : 721
Topic : TOPIC1-3, Partition : 0, Offset : 721, Key : None, value : 722
Topic : TOPIC1-3, Partition : 0, Offset : 722, Key : None, value : 723
Topic : TOPIC1-3, Partition : 0, Offset : 723, Key : None, value : 724
Topic : TOPIC1-3, Partition : 0, Offset : 724, Key : None, value : 725
Topic : TOPIC1-3, Partition : 0, Offset : 725, Key : None, value : 726
Topic : TOPIC1-3, Partition : 0, Offset : 726, Key : None, value : 727
Topic : TOPIC1-3, Partition : 0, Offset : 727, Key : None, value : 728
Topic : TOPIC1-3, Partition : 0, Offset : 728, Key : None, value : 729
Topic : TOPIC1-3, Partition : 0, Offset : 729, Key : None, value : 730
Topic : TOPIC1-3, Partition : 0, Offset : 730, Key : None, value : 731
Topic : TOPIC1-3, Partition : 0, Offset : 731, Key : None, value : 732
Topic : TOPIC1-3, Partition : 0, Offset : 732, Key : None, value : 733
Topic : TOPIC1-3, Partition : 0, Offset : 733, Key : None, value : 734
Topic : TOPIC1-3, Partition : 0, Offset : 734, Key : None, value : 735
Topic : TOPIC1-3, Partition : 0, Offset : 735, Key : None, value : 736
Topic : TOPIC1-3, Partition : 0, Offset : 736, Key : None, value : 737
Topic : TOPIC1-3, Partition : 0, Offset : 737, Key : None, value : 738
Topic : TOPIC1-3, Partition : 0, Offset : 738, Key : None, value : 739
Topic : TOPIC1-3, Partition : 0, Offset : 739, Key : None, value : 740
Topic : TOPIC1-3, Partition : 0, Offset : 740, Key : None, value : 741
Topic : TOPIC1-3, Partition : 0, Offset : 741, Key : None, value : 742
Topic : TOPIC1-3, Partition : 0, Offset : 742, Key : None, value : 743
Topic : TOPIC1-3, Partition : 0, Offset : 743, Key : None, value : 744
Topic : TOPIC1-3, Partition : 0, Offset : 744, Key : None, value : 745
Topic : TOPIC1-3, Partition : 0, Offset : 745, Key : None, value : 746
Topic : TOPIC1-3, Partition : 0, Offset : 746, Key : None, value : 747
Topic : TOPIC1-3, Partition : 0, Offset : 747, Key : None, value : 748
Topic : TOPIC1-3, Partition : 0, Offset : 748, Key : None, value : 749
Topic : TOPIC1-3, Partition : 0, Offset : 749, Key : None, value : 750
Topic : TOPIC1-3, Partition : 0, Offset : 750, Key : None, value : 751
Topic : TOPIC1-3, Partition : 0, Offset : 751, Key : None, value : 752
Topic : TOPIC1-3, Partition : 0, Offset : 752, Key : None, value : 753
Topic : TOPIC1-3, Partition : 0, Offset : 753, Key : None, value : 754
